Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00 153742.81     0.03   121914     0.00     0.00  mod_clm_initgridcells_set_landunit_veg_compete_
  0.00 153742.84     0.03   107200     0.00     0.00  mod_mppparam_real8_2d_exchange_
  0.00 153742.87     0.03    43600     0.00     0.00  mod_date_curr_time_
  0.00 153742.90     0.03    38600     0.00     0.00  mod_clm_snowhydrology_dividesnowlayers_
  0.00 153742.93     0.03    13000     0.00     0.00  mod_ocn_albedo_ocn_albedo_
  0.00 153742.96     0.03      400     0.00     0.00  mod_clm_typeinit_initclmtype_init_energy_balance_type
  0.00 153742.99     0.03      200     0.00     0.00  mod_clm_atmlnd_init_atm2lnd_type_
  0.00 153743.02     0.03      200     0.00     0.00  mod_clm_initsurfalb_initsurfalb_
  0.00 153743.05     0.03      200     0.00     0.00  mod_clm_staticecosysdyn_readmonthlyvegetation_
  0.00 153743.08     0.03      200     0.00     0.00  mod_clm_urbaninit_urbaninittimevar_
  0.00 153743.11     0.03      200     0.00     0.00  mod_mppparam_broadcast_params_
  0.00 153743.14     0.03      200     0.00     0.00  mod_pbl_holtbl_allocate_mod_pbl_holtbl_
  0.00 153743.17     0.03   384000     0.00     0.00  mod_micro_interface_microscheme_
  0.00 153743.19     0.03   384000     0.00     0.00  mod_pbl_interface_pblscheme_
  0.00 153743.22     0.03      400     0.00     0.00  mod_sun_solar1_
  0.00 153743.24     0.03      200     0.00     0.00  mod_slice_init_slice_
  0.00 153743.26     0.02 25327265     0.00     0.00  mod_zita_md_zeta_h_
  0.00 153743.28     0.02  5991792     0.00     0.00  mod_heatindex_find_t_
  0.00 153743.30     0.02   575800     0.00     0.00  mod_clm_histfile_hist_do_disp_
  0.00 153743.32     0.02   503400     0.00     0.00  mod_date_idayofyear_
  0.00 153743.34     0.02    14800     0.00     0.00  mod_ncout_write_record_output_stream_
  0.00 153743.36     0.02     7215     0.00     0.00  mod_clm_urban_incident_diffuse_
  0.00 153743.38     0.02     1600     0.00     0.00  mod_clm_nchelper_clm_readrec_real8_2d_par_sg_
  0.00 153743.40     0.02      400     0.00     0.00  mod_mppparam_real8_2d_exchange_bottom_top_
  0.00 153743.42     0.02      200     0.00     0.00  mod_clm_accflds_initaccflds_
  0.00 153743.44     0.02      200     0.00     0.00  mod_clm_accumul_print_accum_fields_
  0.00 153743.46     0.02      200     0.00     0.00  mod_clm_initslake_inittimeconst_
  0.00 153743.48     0.02      200     0.00     0.00  mod_clm_urban_urbanclumpinit_
  0.00 153743.50     0.02      200     0.00     0.00  mod_memutil_memory_init_
  0.00 153743.52     0.02      200     0.00     0.00  mod_ncio_open_icbc_
  0.00 153743.54     0.02      200     0.00     0.00  mod_timer_cleanup_
  0.00 153743.56     0.02                             mod_clm_baregroundfluxes_
  0.00 153743.58     0.02                             mod_clm_control_
  0.00 153743.60     0.02                             mod_clm_driver_
  0.00 153743.62     0.02                             mod_clm_dynland_
  0.00 153743.64     0.02                             mod_clm_filter_
  0.00 153743.66     0.02                             mod_clm_nchelper_clm_writerec_real4_3d_
  0.00 153743.68     0.02                             mod_clm_nchelper_clm_writerec_real8_3d_par_gg_
  0.00 153743.70     0.02                             mod_clm_pftdyn_pftdyn_interp_
  0.00 153743.72     0.02                             mod_clm_reweight_
  0.00 153743.74     0.02                             mod_clm_subgridave_p2l_2d_
  0.00 153743.76     0.02                             mod_clm_time_manager_get_calday_
  0.00 153743.78     0.02                             mod_date_idate_ne_
  0.00 153743.80     0.02                             mod_date_initfromsingleit_
  0.00 153743.82     0.02                             mod_memutil_assignp3d4_r_
  0.00 153743.84     0.02                             mod_moloch_reset_tendencies_
  0.00 153743.86     0.02                             mod_mppparam_cartesian_to_linear_real4_subgrid_subgrid_
  0.00 153743.88     0.02                             mod_mppparam_linear_to_cartesian_real4_subgrid_subgrid_4d_
  0.00 153743.90     0.02                             mod_ocn_albedo_
  0.00 153743.92     0.02                             mod_vertint_intp1_fixed_
  0.00 153743.94     0.02      200     0.00     0.00  mod_micro_interface_init_micro_
  0.00 153743.95     0.02      200     0.00     0.00  mod_pbl_interface_init_pblscheme_
  0.00 153743.97     0.02      200     0.00     0.00  mod_moloch_init_moloch_
  0.00 153743.98     0.01 131897200     0.00     0.00  mod_date_yeardays_
  0.00 153743.99     0.01 25327265     0.00     0.00  mod_zita_md_fmz_
  0.00 153744.00     0.01  3347400     0.00     0.00  mod_memutil_assignp2d3_d_
  0.00 153744.01     0.01   956400     0.00     0.00  mod_mppparam_glosplitw_
  0.00 153744.02     0.01   886800     0.00     0.00  mod_timer_is_integrating_
  0.00 153744.03     0.01   422200     0.00     0.00  mod_date_lfdomonth_
  0.00 153744.04     0.01   119346     0.00     0.00  mod_heatindex_solveiii_
  0.00 153744.05     0.01   102000     0.00     0.00  mod_date_initfromdoubleit_
  0.00 153744.06     0.01    77200     0.00     0.00  mod_date_split_rcm_date_
  0.00 153744.07     0.01    54000     0.00     0.00  mod_date_diffdate_
  0.00 153744.08     0.01    53400     0.00     0.00  mod_date_date_time_to_internal_
  0.00 153744.09     0.01    52200     0.00     0.00  mod_date_curr_date_
  0.00 153744.10     0.01    39400     0.00     0.00  mod_sunorbit_orb_decl_
  0.00 153744.11     0.01    38600     0.00     0.00  mod_clm_drydepvelocity_depvel_compute_
  0.00 153744.12     0.01    38600     0.00     0.21  mod_clm_regcm_runclm45_
  0.00 153744.13     0.01    35000     0.00     0.00  mod_clm_histfile_masterlist_make_active_
  0.00 153744.14     0.01    25000     0.00     0.00  mod_memutil_assignp2d_d_
  0.00 153744.15     0.01    20200     0.00     0.00  mod_zita_md_bk_
  0.00 153744.16     0.01     4200     0.00     0.00  mod_memutil_getmem2d_l_
  0.00 153744.17     0.01     3400     0.00     0.00  mod_clm_nchelper_clm_readvar_real8_1d_par_sg_
  0.00 153744.18     0.01     3200     0.00     0.00  mod_memutil_getmem2d_i_
  0.00 153744.19     0.01     2000     0.00     0.00  mod_mppparam_bcast_arr_logical_
  0.00 153744.20     0.01      800     0.00     0.00  mod_ncout_setup_common_vars_
  0.00 153744.21     0.01      400     0.00     0.00  mod_clm_biogeophysrest_biogeophysrest_
  0.00 153744.22     0.01      400     0.00     0.00  mod_clm_nchelper_clm_readvar_integer_1d_par_sg_
  0.00 153744.23     0.01      400     0.00     0.00  mod_clm_subgridrest_subgridrest_
  0.00 153744.24     0.01      400     0.00     0.00  mod_clm_typeinit_initclmtype_init_carbon_balance_type
  0.00 153744.25     0.01      400     0.00     0.00  mod_clm_typeinit_initclmtype_init_pft_wstate_type
  0.00 153744.26     0.01      400     0.00     0.00  mod_clm_typeinit_initclmtype_init_water_balance_type
  0.00 153744.27     0.01      400     0.00     0.00  mod_memutil_relmem3d_r_
  0.00 153744.28     0.01      200     0.00     0.00  mod_clm_domain_domain_init_
  0.00 153744.29     0.01      200     0.00     0.00  mod_clm_initgridcells_clm_ptrs_check_
  0.00 153744.30     0.01      200     0.00     0.07  mod_clm_initialize_initialize1_
  0.00 153744.31     0.01      200     0.00     0.00  mod_clm_initslake_makearbinit_
  0.00 153744.32     0.01      200     0.00     0.00  mod_clm_soilhydrology_soilhydrology_readnl_
  0.00 153744.33     0.01      200     0.00     0.00  mod_clm_staticecosysdyn_ecosystemdynini_
  0.00 153744.34     0.01      200     0.00     0.00  mod_clm_surfrd_surfrd_wtxy_special_
  0.00 153744.35     0.01      200     0.00     0.00  mod_clm_typeinit_initclmtype_init_gridcell_wflux_type
  0.00 153744.36     0.01      200     0.00     0.00  mod_cu_common_init_mod_cumulus_
  0.00 153744.37     0.01      200     0.00     0.00  mod_cu_interface_allocate_cumulus_
  0.00 153744.38     0.01      200     0.00     0.00  mod_date_parse_timestring_
  0.00 153744.39     0.01      200     0.00     0.00  mod_memutil_relmem2d_r_
  0.00 153744.40     0.01      200     0.00     0.00  mod_mppparam_real8_3d_sub_collect_
  0.00 153744.41     0.01      200     0.00     0.00  mod_ncout_dispose_output_streams_
  0.00 153744.42     0.01      200     0.00     0.00  mod_ocn_internal_allocate_mod_ocn_internal_
  0.00 153744.43     0.01      200     0.00     0.00  mod_sunorbit_orb_params_
  0.00 153744.44     0.01      200     0.00     0.00  mod_timer_init_timer_
  0.00 153744.45     0.01      200     0.00     0.00  mod_zita_model_zitah_
  0.00 153744.46     0.01                             mod_bdycod_nudge2d_
  0.00 153744.47     0.01                             mod_capecin_
  0.00 153744.48     0.01                             mod_che_bionit_
  0.00 153744.49     0.01                             mod_clm_accflds_
  0.00 153744.50     0.01                             mod_clm_accumul_
  0.00 153744.51     0.01                             mod_clm_accumul_extract_accum_field_ml_
  0.00 153744.52     0.01                             mod_clm_canopyfluxes_canopyfluxes_fractionation
  0.00 153744.53     0.01                             mod_clm_control_control_spmd_
  0.00 153744.54     0.01                             mod_clm_decomp_get_proc_total_
  0.00 153744.55     0.01                             mod_clm_decompinit_
  0.00 153744.56     0.01                             mod_clm_dust_
  0.00 153744.57     0.01                             mod_clm_histfile_hfields_1dinfo_
  0.00 153744.58     0.01                             mod_clm_hydrology1_
  0.00 153744.59     0.01                             mod_clm_initslake_snow_depth2levlake_
  0.00 153744.60     0.01                             mod_clm_initsurfalb_
  0.00 153744.61     0.01                             mod_clm_nchelper_clm_readrec_real8_1d_par_sg_
  0.00 153744.62     0.01                             mod_clm_nchelper_clm_writerec_real4_3d_par_sg_
  0.00 153744.63     0.01                             mod_clm_nchelper_clm_writevar_logical_4d_par_sg_
  0.00 153744.64     0.01                             mod_clm_nchelper_clm_writevar_real4_4d_par_sg_
  0.00 153744.65     0.01                             mod_clm_regcm_runsaclm45_
  0.00 153744.66     0.01                             mod_clm_restfile_restfile_open_
  0.00 153744.67     0.01                             mod_clm_subgrid_
  0.00 153744.68     0.01                             mod_clm_subgridave_p2c_2d_
  0.00 153744.69     0.01                             mod_clm_surfaceradiation_
  0.00 153744.70     0.01                             mod_clm_time_manager_get_curr_calday_
  0.00 153744.71     0.01                             mod_date_interval_less_
  0.00 153744.72     0.01                             mod_memutil_
  0.00 153744.73     0.01                             mod_mppparam_cyclic_exchange_array_r4_
  0.00 153744.74     0.01                             mod_mppparam_integer_4d_collect_
  0.00 153744.75     0.01                             mod_mppparam_real4_4d_exchange_left_right_
  0.00 153744.76     0.01                             mod_ncout_countvars_
  0.00 153744.77     0.01                             mod_rad_aerosol_
  0.00 153744.78     0.01                             mod_rad_aerosol_readvar3d_
  0.00 153744.79     0.01                             mod_timer_
  0.00 153744.79     0.01      200     0.00     0.00  mod_atm_interface_allocate_mod_atm_interface_
  0.00 153744.80     0.01      200     0.00     0.00  mod_atm_interface_setup_model_indexes_
  0.00 153744.80     0.01      200     0.00     0.00  mod_header_whoami_
  0.00 153744.81     0.01      200     0.00     0.00  mod_pbl_interface_allocate_pblscheme_
  0.00 153744.81     0.01      200     0.00     0.00  mod_rad_interface_allocate_radiation_
  0.00 153744.82     0.01                             mod_atm_interface_
  0.00 153744.82     0.01                             mod_atm_interface_allocate_nhbh_
  0.00 153744.83     0.01                             mod_bdycod_bdyuv_
  0.00 153744.83     0.01                             mod_bdycod_initideal_
  0.00 153744.84     0.01                             mod_bdycod_nudgeuv_
  0.00 153744.84     0.01                             mod_clm_histfile_set_hist_filename_
  0.00 153744.85     0.01                             mod_header_
  0.00 153744.85     0.01                             mod_init_pfesat_
  0.00 153744.86     0.01                             mod_lm_interface_import_data_into_surface_
  0.00 153744.86     0.01                             mod_pbl_interface_
  0.00 153744.87     0.01                             mod_rad_interface_
  0.00 153744.87     0.01                             mod_slice_
  0.00 153744.87     0.00  3455600     0.00     0.00  mod_timer_alarm_act_
  0.00 153744.87     0.00  2378596     0.00     0.00  mod_clm_reweight_weightsokay_
  0.00 153744.87     0.00  1120800     0.00     0.00  mod_date_idayofyear_to_monthdate_
  0.00 153744.87     0.00   768200     0.00     0.00  mod_bdycod_is_present_qi_
  0.00 153744.87     0.00   748974     0.00     0.00  mod_runparams_isocean_
  0.00 153744.87     0.00   610400     0.00     0.00  mod_memutil_assignp2d4_d_
  0.00 153744.87     0.00   546800     0.00     0.00  mod_date_add_interval_
  0.00 153744.87     0.00   490400     0.00     0.00  mod_date_internal_to_date_time_
  0.00 153744.87     0.00   490400     0.00     0.00  mod_date_second_of_day_to_time_
  0.00 153744.87     0.00   422000     0.00     0.00  mod_date_lmidnight_
  0.00 153744.87     0.00   384000     0.00     0.00  mod_cu_interface_cucloud_
  0.00 153744.87     0.00   384000     0.00     0.00  mod_timer_syncro_act_
  0.00 153744.87     0.00   365742     0.00     0.00  mod_clm_initgridcells_set_landunit_urban_
  0.00 153744.87     0.00   365742     0.00     0.00  mod_clm_initgridcells_set_landunit_wet_ice_lake_
  0.00 153744.87     0.00   362400     0.00     0.00  mod_message_checkalloc_
  0.00 153744.87     0.00   121914     0.00     0.00  mod_clm_initgridcells_set_landunit_crop_noncompete_
  0.00 153744.87     0.00   119400     0.00     0.00  mod_clm_nchelper_clm_addvar_
  0.00 153744.87     0.00    90600     0.00     0.00  mod_clm_decomp_get_proc_global_
  0.00 153744.87     0.00    90200     0.00     0.00  mod_timer_alarm_willact_
  0.00 153744.87     0.00    82400     0.00     0.00  mod_date_check_cal_
  0.00 153744.87     0.00    82400     0.00     0.00  mod_date_initfromtypeit_
  0.00 153744.87     0.00    79800     0.00     0.00  mod_date_date_to_days_from_reference_
  0.00 153744.87     0.00    77200     0.00     0.00  mod_date_daymon_is_
  0.00 153744.87     0.00    77200     0.00     0.00  mod_date_time_of_day_is_
  0.00 153744.87     0.00    76200     0.00     0.00  mod_clm_nchelper_clm_writevar_real8_1d_par_sg_
  0.00 153744.87     0.00    62400     0.00     0.00  mod_clm_nchelper_clm_writerec_real8_1d_par_sg_
  0.00 153744.87     0.00    57400     0.00     0.00  mod_space_getspc1d_r8arr_
  0.00 153744.87     0.00    54000     0.00     0.00  mod_date_tohours_
  0.00 153744.87     0.00    53400     0.00     0.00  mod_date_time_to_second_of_day_
  0.00 153744.87     0.00    52400     0.00     0.00  mod_date_monmiddle_
  0.00 153744.87     0.00    48000     0.00     0.00  mod_space_getspc3d_r8arr_
  0.00 153744.87     0.00    47200     0.00     0.00  mod_space_getspc2d_r8arr_
  0.00 153744.87     0.00    45200     0.00     0.00  mod_clm_nchelper_clm_writevar_integer_1d_par_sg_
  0.00 153744.87     0.00    39400     0.00     0.00  mod_date_yearpoint_
  0.00 153744.87     0.00    38800     0.00     0.00  mod_date_initfromintit_
  0.00 153744.87     0.00    38600     0.00     0.00  mod_clm_snowhydrology_dividesnowlayers_lake_
  0.00 153744.87     0.00    38600     0.00     0.00  mod_clm_time_manager_is_end_curr_year_
  0.00 153744.87     0.00    38600     0.00     0.00  mod_clm_time_manager_is_middle_curr_year_
  0.00 153744.87     0.00    38600     0.00     0.00  mod_ocn_common_vecocn_
  0.00 153744.87     0.00    38200     0.00     0.00  mod_clm_time_manager_is_end_curr_day_
  0.00 153744.87     0.00    27200     0.00     0.00  mod_date_date_greater_
  0.00 153744.87     0.00    26200     0.00     0.00  mod_date_adjustmp_
  0.00 153744.87     0.00    26200     0.00     0.00  mod_date_prevmon_
  0.00 153744.87     0.00    26200     0.00     0.00  mod_date_split_rcm_time_and_date_
  0.00 153744.87     0.00    26200     0.00     0.00  mod_date_sub_interval_
  0.00 153744.87     0.00    24800     0.00     0.00  mod_date_timeval2date_double_
  0.00 153744.87     0.00    23400     0.00     0.00  mod_clm_nchelper_clm_readvar_real8_1d_
  0.00 153744.87     0.00    22800     0.00     0.00  mod_memutil_assignp3d_d_
  0.00 153744.87     0.00    20200     0.00     0.00  mod_zita_md_ak_
  0.00 153744.87     0.00    20200     0.00     0.00  mod_zita_sigmazita_
  0.00 153744.87     0.00    15000     0.00     0.00  mod_ncout_setup_var_2d_
  0.00 153744.87     0.00    14600     0.00     0.00  mod_nchelper_checkncerr_
  0.00 153744.87     0.00    13400     0.00     0.00  mod_clm_nchelper_clm_adddim_
  0.00 153744.87     0.00    13200     0.00     0.00  mod_clm_staticecosysdyn_interpmonthlyveg_
  0.00 153744.87     0.00    13200     0.00     0.00  mod_rad_interface_updateo3_
  0.00 153744.87     0.00    13000     0.00     0.00  mod_rad_interface_radiation_
